TaxiPassangerPredictionExperiment637834677787217705.txt
******Sequence Starting*****
cycle : 0 	 Accuracy :0 	 
cycle : 1 	 Accuracy :4.166666666666666 	 
Cycle: 2 	 Saturated Accuracy : 4.166666666666666 	 Number of times repeated 1
Cycle: 3 	 Saturated Accuracy : 4.166666666666666 	 Number of times repeated 2
Cycle: 4 	 Saturated Accuracy : 4.166666666666666 	 Number of times repeated 3
cycle : 5 	 Accuracy :8.333333333333332 	 
Cycle: 6 	 Saturated Accuracy : 8.333333333333332 	 Number of times repeated 1
cycle : 7 	 Accuracy :20.833333333333336 	 
Cycle: 8 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 1
cycle : 9 	 Accuracy :37.5 	 
Cycle: 10 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
Cycle: 11 	 Saturated Accuracy : 37.5 	 Number of times repeated 2
cycle : 12 	 Accuracy :41.66666666666667 	 
Cycle: 13 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 1
cycle : 14 	 Accuracy :50 	 
cycle : 15 	 Accuracy :58.333333333333336 	 
cycle : 16 	 Accuracy :54.166666666666664 	 
Cycle: 17 	 Saturated Accuracy : 54.166666666666664 	 Number of times repeated 1
cycle : 18 	 Accuracy :58.333333333333336 	 
cycle : 19 	 Accuracy :54.166666666666664 	 
Cycle: 20 	 Saturated Accuracy : 54.166666666666664 	 Number of times repeated 1
Cycle: 21 	 Saturated Accuracy : 54.166666666666664 	 Number of times repeated 2
cycle : 22 	 Accuracy :62.5 	 
Cycle: 23 	 Saturated Accuracy : 62.5 	 Number of times repeated 1
cycle : 24 	 Accuracy :66.66666666666666 	 
cycle : 25 	 Accuracy :62.5 	 
Cycle: 26 	 Saturated Accuracy : 62.5 	 Number of times repeated 1
Cycle: 27 	 Saturated Accuracy : 62.5 	 Number of times repeated 2
cycle : 28 	 Accuracy :70.83333333333334 	 
cycle : 29 	 Accuracy :79.16666666666666 	 
Cycle: 30 	 Saturated Accuracy : 79.16666666666666 	 Number of times repeated 1
cycle : 31 	 Accuracy :75 	 
cycle : 32 	 Accuracy :79.16666666666666 	 
cycle : 33 	 Accuracy :83.33333333333334 	 
cycle : 34 	 Accuracy :87.5 	 
cycle : 35 	 Accuracy :79.16666666666666 	 
Cycle: 36 	 Saturated Accuracy : 79.16666666666666 	 Number of times repeated 1
cycle : 37 	 Accuracy :66.66666666666666 	 
cycle : 38 	 Accuracy :70.83333333333334 	 
cycle : 39 	 Accuracy :79.16666666666666 	 
Cycle: 40 	 Saturated Accuracy : 79.16666666666666 	 Number of times repeated 1
cycle : 41 	 Accuracy :83.33333333333334 	 
cycle : 42 	 Accuracy :75 	 
cycle : 43 	 Accuracy :79.16666666666666 	 
Cycle: 44 	 Saturated Accuracy : 79.16666666666666 	 Number of times repeated 1
cycle : 45 	 Accuracy :70.83333333333334 	 
cycle : 46 	 Accuracy :79.16666666666666 	 
cycle : 47 	 Accuracy :75 	 
cycle : 48 	 Accuracy :70.83333333333334 	 
Cycle: 49 	 Saturated Accuracy : 70.83333333333334 	 Number of times repeated 1
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :0 	 
cycle : 1 	 Accuracy :0 	 
cycle : 2 	 Accuracy :0 	 
cycle : 3 	 Accuracy :0 	 
cycle : 4 	 Accuracy :0 	 
Cycle : 5 	  Accuracy:100 	 Number of times repeated 1
cycle : 6 	 Accuracy :0 	 
Cycle : 7 	  Accuracy:100 	 Number of times repeated 1
cycle : 8 	 Accuracy :0 	 
Cycle : 9 	  Accuracy:100 	 Number of times repeated 1
Cycle : 10 	  Accuracy:100 	 Number of times repeated 2
Cycle : 11 	  Accuracy:100 	 Number of times repeated 3
Cycle : 12 	  Accuracy:100 	 Number of times repeated 4
Cycle : 13 	  Accuracy:100 	 Number of times repeated 5
Cycle : 14 	  Accuracy:100 	 Number of times repeated 6
Cycle : 15 	  Accuracy:100 	 Number of times repeated 7
Cycle : 16 	  Accuracy:100 	 Number of times repeated 8
Cycle : 17 	  Accuracy:100 	 Number of times repeated 9
Cycle : 18 	  Accuracy:100 	 Number of times repeated 10
Cycle : 19 	  Accuracy:100 	 Number of times repeated 11
Cycle : 20 	  Accuracy:100 	 Number of times repeated 12
Cycle : 21 	  Accuracy:100 	 Number of times repeated 13
Cycle : 22 	  Accuracy:100 	 Number of times repeated 14
Cycle : 23 	  Accuracy:100 	 Number of times repeated 15
Cycle : 24 	  Accuracy:100 	 Number of times repeated 16
Cycle : 25 	  Accuracy:100 	 Number of times repeated 17
Cycle : 26 	  Accuracy:100 	 Number of times repeated 18
Cycle : 27 	  Accuracy:100 	 Number of times repeated 19
Cycle : 28 	  Accuracy:100 	 Number of times repeated 20
Cycle : 29 	  Accuracy:100 	 Number of times repeated 21
Cycle : 30 	  Accuracy:100 	 Number of times repeated 22
Cycle : 31 	  Accuracy:100 	 Number of times repeated 23
