TaxiPassangerPredictionExperiment637836454150427204.txt
******Sequence Starting*****
cycle : 0 	 Accuracy :8.333333333333332 	 
cycle : 1 	 Accuracy :20.833333333333336 	 
cycle : 2 	 Accuracy :29.166666666666668 	 
Cycle: 3 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 1
Cycle: 4 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 2
cycle : 5 	 Accuracy :37.5 	 
cycle : 6 	 Accuracy :29.166666666666668 	 
cycle : 7 	 Accuracy :41.66666666666667 	 
cycle : 8 	 Accuracy :45.83333333333333 	 
cycle : 9 	 Accuracy :41.66666666666667 	 
cycle : 10 	 Accuracy :33.33333333333333 	 
cycle : 11 	 Accuracy :37.5 	 
cycle : 12 	 Accuracy :54.166666666666664 	 
Cycle: 13 	 Saturated Accuracy : 54.166666666666664 	 Number of times repeated 1
cycle : 14 	 Accuracy :50 	 
cycle : 15 	 Accuracy :62.5 	 
cycle : 16 	 Accuracy :54.166666666666664 	 
cycle : 17 	 Accuracy :62.5 	 
cycle : 18 	 Accuracy :58.333333333333336 	 
cycle : 19 	 Accuracy :75 	 
cycle : 20 	 Accuracy :70.83333333333334 	 
Cycle: 21 	 Saturated Accuracy : 70.83333333333334 	 Number of times repeated 1
cycle : 22 	 Accuracy :66.66666666666666 	 
cycle : 23 	 Accuracy :70.83333333333334 	 
cycle : 24 	 Accuracy :79.16666666666666 	 
cycle : 25 	 Accuracy :75 	 
Cycle: 26 	 Saturated Accuracy : 75 	 Number of times repeated 1
cycle : 27 	 Accuracy :79.16666666666666 	 
Cycle: 28 	 Saturated Accuracy : 79.16666666666666 	 Number of times repeated 1
cycle : 29 	 Accuracy :75 	 
cycle : 30 	 Accuracy :70.83333333333334 	 
Cycle: 31 	 Saturated Accuracy : 70.83333333333334 	 Number of times repeated 1
cycle : 32 	 Accuracy :66.66666666666666 	 
Cycle: 33 	 Saturated Accuracy : 66.66666666666666 	 Number of times repeated 1
cycle : 34 	 Accuracy :75 	 
cycle : 35 	 Accuracy :66.66666666666666 	 
