TaxiPassangerPredictionExperiment637831403258272759.txt
******Sequence Starting*****
cycle : 0 	 Accuracy :0 	 
cycle : 1 	 Accuracy :12.5 	 
Cycle: 2 	 Saturated Accuracy : 12.5 	 Number of times repeated 1
Cycle: 3 	 Saturated Accuracy : 12.5 	 Number of times repeated 2
cycle : 4 	 Accuracy :16.666666666666664 	 
cycle : 5 	 Accuracy :29.166666666666668 	 
cycle : 6 	 Accuracy :25 	 
cycle : 7 	 Accuracy :33.33333333333333 	 
cycle : 8 	 Accuracy :45.83333333333333 	 
cycle : 9 	 Accuracy :41.66666666666667 	 
cycle : 10 	 Accuracy :37.5 	 
cycle : 11 	 Accuracy :41.66666666666667 	 
cycle : 12 	 Accuracy :45.83333333333333 	 
cycle : 13 	 Accuracy :50 	 
Cycle: 14 	 Saturated Accuracy : 50 	 Number of times repeated 1
cycle : 15 	 Accuracy :33.33333333333333 	 
cycle : 16 	 Accuracy :45.83333333333333 	 
cycle : 17 	 Accuracy :54.166666666666664 	 
cycle : 18 	 Accuracy :50 	 
cycle : 19 	 Accuracy :45.83333333333333 	 
cycle : 20 	 Accuracy :41.66666666666667 	 
cycle : 21 	 Accuracy :45.83333333333333 	 
Cycle: 22 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 1
cycle : 23 	 Accuracy :37.5 	 
Cycle: 24 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
cycle : 25 	 Accuracy :41.66666666666667 	 
cycle : 26 	 Accuracy :37.5 	 
cycle : 27 	 Accuracy :45.83333333333333 	 
cycle : 28 	 Accuracy :41.66666666666667 	 
cycle : 29 	 Accuracy :45.83333333333333 	 
Cycle: 30 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 1
Cycle: 31 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 2
cycle : 32 	 Accuracy :50 	 
cycle : 33 	 Accuracy :45.83333333333333 	 
cycle : 34 	 Accuracy :54.166666666666664 	 
cycle : 35 	 Accuracy :50 	 
cycle : 36 	 Accuracy :54.166666666666664 	 
Cycle: 37 	 Saturated Accuracy : 54.166666666666664 	 Number of times repeated 1
cycle : 38 	 Accuracy :66.66666666666666 	 
cycle : 39 	 Accuracy :54.166666666666664 	 
cycle : 40 	 Accuracy :50 	 
cycle : 41 	 Accuracy :54.166666666666664 	 
Cycle: 42 	 Saturated Accuracy : 54.166666666666664 	 Number of times repeated 1
cycle : 43 	 Accuracy :58.333333333333336 	 
